2089 2449 purple
-3661 314 red
2439 -3279 green
-4223 4491 blue
1876 1474 purple
-4143 -2934 red
2723 -784 green
-3301 2612 blue
1053 4304 purple
-588 -2684 red
2851 -3247 green
43 4913 blue
4324 3777 purple
-2910 -4303 red
4784 -2730 green
-1704 974 blue
3291 1570 purple
349 -4998 red
1592 -296 green
1965 -3800 blue
1530 4777 purple
-1659 226 red
3142 -1926 green
-2469 4055 blue
3370 4958 purple
-3854 -551 red
289 -167 green
-3259 2119 blue
3022 1407 purple
-1723 441 red
4538 -3672 green
-2925 4349 blue
2874 2399 purple
-4186 485 red
4359 -3461 green
-1645 4087 blue
3873 1303 purple
-3600 101 red
2785 -848 green
-2152 2551 blue
3500 2597 purple
-2031 -4985 red
4062 -1682 green
-4606 2512 blue
3819 689 purple
-1976 -3149 red
1317 -1103 green
-1640 4358 blue
210 3491 purple
-1554 -3975 red
4315 -517 green
-3126 -152 blue
1690 2589 purple
-1841 39 red
-124 -2242 green
-4018 3897 blue
1050 2979 purple
-2688 -942 red
678 -3108 green
-861 2682 blue
1672 1795 purple
-1145 -1547 red
4253 -1246 green
-171 445 blue
-375 -215 purple
-3138 -342 red
4543 -2413 green
-4910 4737 blue
2275 2088 purple
-3636 -2260 red
1364 -720 green
263 3848 blue
1440 2985 purple
-2032 -488 red
2507 -3116 green
-1422 4049 blue
3184 3914 purple
-409 -1535 red
3605 -259 green
-1873 4930 blue
1894 2828 purple
400 -4891 red
-384 -3037 green
-1918 1014 blue
4886 3906 purple
-4420 102 red
1004 -1294 green
-364 -478 blue
1685 2873 purple
236 -1048 red
4025 -131 green
-4883 -226 blue
196 3652 purple
-3134 -891 red
3337 -2049 green
31 3655 blue
-2731 -1757 purple
-3262 -3267 red
3450 -4413 green
-1209 191 blue
1997 1263 purple
-4945 -4098 red
3906 94 green
-4841 4479 blue
3378 751 purple
463 -3871 red
-491 -567 green
-4105 -118 blue
1934 1503 purple
-3489 -2899 red
2629 -2534 green
-3577 2786 blue
3684 2362 purple
233 -3416 red
276 -69 green
-4648 -100 blue
3837 4838 purple
-3401 -4415 red
2412 -4106 green
-405 3593 blue
272 3817 purple
-3411 -1927 red
-254 -2216 green
-375 253 blue
1142 1832 purple
-164 -3497 red
104 362 green
-3886 3572 blue
664 1448 purple
-1757 -3965 red
2947 -4336 green
455 4043 blue
4506 4815 purple
-2251 -536 red
4672 -1816 green
-293 3326 blue
1303 4597 purple
-2726 -2906 red
1064 -4865 green
-2139 1754 blue
3614 4149 purple
-3012 -1432 red
1728 -3484 green
-1797 -189 blue
1095 121 purple
-2796 -4459 red
3309 -2078 green
-3942 1431 blue
3264 488 purple
-288 -900 red
3702 -131 green
-938 3132 blue
-4968 -2689 purple
-3842 -1534 red
2887 -2025 green
-2055 4745 blue
4748 3351 purple
-2866 -4523 red
4867 -1375 green
-4151 -183 blue
4841 4471 purple
-193 -3078 red
2160 -176 green
-4827 4934 blue
2055 4970 purple
-3236 378 red
4412 -1886 green
-4142 2870 blue
1772 3373 purple
-1660 -1453 red
3749 -1850 green
-1628 1623 blue
3234 1847 purple
-4941 -366 red
-463 -3395 green
-2491 776 blue
968 188 purple
-3206 346 red
868 -723 green
-4045 4099 blue
2911 750 purple
-2950 -2237 red
4409 -1490 green
-4654 1146 blue
1841 4439 purple
-892 -1052 red
-425 -3705 green
-967 -203 blue
392 1153 purple
-657 -4308 red
4641 -2545 green
-729 4403 blue
2529 4666 purple
-849 -4256 red
2185 -3507 green
-3927 3920 blue
784 3243 purple
-3835 -1268 red
2161 -1213 green
-2748 4352 blue
3632 4883 purple
-4116 -881 red
2223 -4653 green
-4587 4111 blue
4683 4858 purple
-2312 -202 red
4761 -1623 green
-968 1936 blue
10 604 purple
-3146 -4542 red
3430 -1724 green
-2059 477 blue
3734 324 purple
-50 -520 red
2608 -3720 green
-80 3601 blue
2882 3840 purple
-3730 -1604 red
3990 -2779 green
-4593 -199 blue
4477 4796 purple
267 -1607 red
3136 -2093 green
-2130 4615 blue
2045 4173 purple
-512 -4789 red
53 -56 green
-1085 31 blue
1721 4216 purple
-4674 -643 red
1246 -4100 green
-4199 2050 blue
2335 4817 purple
-1581 -3035 red
4946 26 green
-3265 -51 blue
1619 785 purple
-2187 -2862 red
3191 -2896 green
-1476 1811 blue
674 3720 purple
-3475 -1109 red
4987 -3613 green
-3131 4180 blue
1095 2950 purple
-3643 131 red
4315 194 green
-2733 1316 blue
3578 4995 purple
-1234 -1105 red
325 -823 green
-4832 2199 blue
1325 1489 purple
-2807 -2603 red
4569 -300 green
-1167 2870 blue
3944 4345 purple
-404 444 red
792 -2763 green
-4310 389 blue
-6 809 purple
354 -2344 red
248 -4952 green
-1173 931 blue
3531 2466 purple
-1065 -2206 red
1298 -2633 green
-348 1756 blue
3840 3853 purple
-2034 -284 red
4482 -1246 green
-239 2328 blue
-441 3645 purple
40 335 red
2533 -2310 green
-454 399 blue
3383 2070 purple
-4596 -2378 red
3216 -3332 green
138 4495 blue
1906 3075 purple
-3133 -4919 red
2012 -4999 green
-2157 -392 blue
2049 817 purple
-3642 -3061 red
3027 -851 green
-4573 4121 blue
1104 3870 purple
-4695 -3972 red
-151 -3952 green
330 4760 blue
-46 3827 purple
-3573 -4595 red
4779 -1631 green
-2890 412 blue
20 155 purple
-2708 -888 red
1979 -1455 green
-3227 2260 blue
3378 2501 purple
-4093 -3062 red
2914 -2793 green
52 2566 blue
4390 2957 purple
-2272 -2908 red
4737 -3835 green
-2600 4331 blue
1511 3381 purple
-4325 -543 red
618 -4824 green
-4674 2425 blue
1968 2802 purple
-2472 -3522 red
-250 -2475 green
-3898 3488 blue
949 1858 purple
-2699 -3839 red
628 -165 green
150 3296 blue
1951 1141 purple
-4240 -3634 red
4636 -2005 green
-4785 231 blue
2213 -69 purple
486 -4299 red
2507 -3238 green
-3400 706 blue
2143 -63 purple
-4830 -2022 red
1561 -3336 green
-1056 53 blue
2591 3554 purple
-419 -4705 red
4891 -2128 green
-1094 393 blue
1791 863 purple
91 -2573 red
4688 -1884 green
-1285 1718 blue
-182 4294 purple
-830 -4090 red
1044 -4128 green
-2807 1891 blue
3698 1524 purple
-2259 -3909 red
2690 -1306 green
-4827 2567 blue
4962 980 purple
-3690 -844 red
1677 -3599 green
-3785 4294 blue
4389 118 purple
-250 -3767 red
-105 -1209 green
-1404 620 blue
1293 1272 purple
-954 -2743 red
465 -2730 green
-4459 4931 blue
3307 2395 purple
-1650 -3390 red
257 -323 green
-830 425 blue
3460 1583 purple
-3924 -905 red
4665 -1277 green
-4416 527 blue
279 4266 purple
-4076 -245 red
3261 192 green
-496 2382 blue
24 348 purple
-4450 -4509 red
491 -2967 green
-3245 2375 blue
3682 4937 purple
-362 -3674 red
4159 -901 green
-2430 3617 blue
1165 3261 purple
-4903 -4490 red
1214 476 green
-3947 -482 blue
4265 220 purple
-4820 182 red
4767 -1301 green
438 650 blue
4413 2704 purple
-558 -4674 red
2680 -3873 green
-4485 2789 blue
3241 4102 purple
-4849 -4231 red
100 -4223 green
-2933 2466 blue
4835 1503 purple
-2928 436 red
1703 -1960 green
-4953 3135 blue
4001 569 purple
-4830 -3145 red
3065 -2883 green
-2990 -349 blue
4732 2699 purple
106 -3682 red
-2630 1750 green
3627 -1048 blue
2416 3788 purple
-1163 -1753 red
1224 -1548 green
-3101 1463 blue
1626 -485 purple
-4186 -4387 red
4257 -2106 green
-2221 1013 blue
4737 -404 purple
-4311 406 red
3168 441 green
-4496 3906 blue
-76 560 purple
-3253 -211 red
456 -2996 green
-1332 763 blue
1023 3774 purple
-704 -1612 red
1795 -1377 green
-4606 -12 blue
3012 4278 purple
-4955 -4216 red
2836 -4369 green
491 344 blue
-431 3906 purple
-4848 -364 red
4048 -2963 green
-1631 1080 blue
3455 1450 purple
-4590 -4681 red
2411 -2350 green
-1725 2351 blue
-82 2057 purple
-2503 -657 red
3440 -4579 green
-2824 1523 blue
2755 4126 purple
-325 -244 red
2730 -1280 green
504 -3709 blue
4235 -107 purple
-4784 -94 red
1745 -1074 green
-1263 2188 blue
841 1287 purple
489 140 red
2601 -348 green
-597 3922 blue
-136 -180 purple
239 231 red
738 -254 green
-3885 1997 blue
-134 4157 purple
-2440 -692 red
2426 -2288 green
-3998 602 blue
1996 4685 purple
-3791 -683 red
1549 -3030 green
-4133 3832 blue
2214 3279 purple
-2844 -4124 red
4925 -1100 green
-2017 2262 blue
1192 630 purple
-733 -1798 red
3446 -3597 green
-1250 2585 blue
2937 4214 purple
-4331 -1191 red
1146 -4960 green
-4339 2158 blue
1073 3873 purple
-2581 -2066 red
-148 -4397 green
-2489 2291 blue
4727 3057 purple
-4642 -3756 red
3765 -1651 green
-19 126 blue
4144 3285 purple
-105 -2291 red
3465 -1264 green
4694 -4883 blue
1583 3449 purple
-976 -2736 red
1146 -3765 green
-2896 3532 blue
-454 3407 purple
-2412 -484 red
2242 -2527 green
-4773 3238 blue
4280 1991 purple
-944 -3035 red
2012 -2705 green
-420 -300 blue
3387 1915 purple
-2291 -4262 red
1683 -3749 green
-1901 1766 blue
-1138 -1692 purple
-4665 -232 red
4522 -1880 green
-2162 4131 blue
322 4634 purple
-680 -3531 red
694 -3707 green
-2767 2183 blue
952 91 purple
-2876 -242 red
2246 -1821 green
402 2504 blue
1384 2993 purple
-3122 493 red
2225 -4525 green
-660 799 blue
589 1307 purple
0 -2963 red
2672 -3517 green
-3150 3703 blue
3946 3329 purple
-2812 -2045 red
54 -505 green
211 535 blue
4894 3307 purple
-3643 -2887 red
428 -318 green
-664 906 blue
3189 1573 purple
-1508 -45 red
3016 -2582 green
-3951 169 blue
1653 1275 purple
-2547 -3447 red
2260 -3937 green
-803 4044 blue
4029 2966 purple
-3870 -167 red
3986 -26 green
-3989 604 blue
3141 4855 purple
-571 -115 red
3136 -385 green
-394 1046 blue
4416 1227 purple
-1287 -3932 red
3182 -3040 green
-2942 2897 blue
3537 655 purple
-461 -1382 red
3731 -3879 green
-4108 1081 blue
4568 3780 purple
47 -203 red
728 -4502 green
-2357 3640 blue
4156 -302 purple
-3852 -1145 red
3928 -4192 green
-1367 1922 blue
1559 787 purple
-1634 -2657 red
3946 -4701 green
-3528 4398 blue
1112 444 purple
-3841 -103 red
448 -3575 green
-3178 2952 blue
-399 -446 purple
-775 -4628 red
3112 -2068 green
132 1596 blue
4574 4589 purple
-4577 -226 red
3323 -4577 green
-4129 713 blue
-257 -117 purple
-2893 -451 red
2857 -1954 green
-1885 2964 blue
3166 4922 purple
-1090 -2270 red
394 169 green
-261 2918 blue
3983 3705 purple
-2830 -3174 red
154 -4296 green
-2486 -48 blue
2250 2825 purple
-493 -3314 red
4104 -729 green
-26 3083 blue
544 -114 purple
-676 -1106 red
1376 -2258 green
171 800 blue
651 4579 purple
-4933 -3001 red
4698 -97 green
-3860 1889 blue
3711 534 purple
-2507 -749 red
4488 -3722 green
-3416 2051 blue
2574 4554 purple
-4171 -2312 red
2972 -2783 green
-3308 2833 blue
178 4538 purple
-3831 -2828 red
3874 -928 green
-3972 -379 blue
4794 138 purple
-566 -2891 red
3582 -3229 green
-3138 4485 blue
2755 4187 purple
-1253 -2376 red
635 -2435 green
-4037 4399 blue
2533 1590 purple
-1860 -3321 red
4171 -4850 green
-3650 2166 blue
4119 1377 purple
-1442 -72 red
4417 -2369 green
-4241 391 blue
641 3177 purple
-4729 -2071 red
3702 -1316 green
-4152 2679 blue
4805 545 purple
-1914 -3587 red
3951 -2618 green
-2019 1863 blue
1979 811 purple
-4484 -3089 red
-2512 675 green
-2195 2370 blue
1659 1556 purple
-927 -172 red
698 -1159 green
-2267 -109 blue
1727 3577 purple
-4749 -3383 red
3426 87 green
-3188 4765 blue
4242 2021 purple
-4697 -4791 red
1046 -536 green
-4410 1103 blue
-57 3500 purple
-1594 -4339 red
2188 -170 green
-1185 -43 blue
1351 296 purple
-2814 325 red
4187 -2414 green
-554 1558 blue
809 2769 purple
-3802 -1434 red
2965 -467 green
-4329 2535 blue
3772 4989 purple
-4696 -4488 red
2512 486 green
-2359 2459 blue
3714 -475 purple
-1592 -2897 red
598 444 green
-1754 934 blue
4339 3279 purple
-3171 -2238 red
3668 -1248 green
-3424 643 blue
4808 2371 purple
-530 -737 red
301 -2778 green
-2294 2152 blue
4355 2751 purple
-855 -3380 red
3082 -2235 green
-395 1587 blue
1202 2155 purple
-3848 -607 red
976 -1347 green
-1523 4148 blue
3448 445 purple
-2036 361 red
3421 -4290 green
-1127 788 blue
4145 3425 purple
-2022 -54 red
1587 -2877 green
-316 -305 blue
4882 1974 purple
-3582 -1024 red
3831 -3158 green
-1914 1431 blue
-220 2372 purple
-4802 -4305 red
754 -4409 green
-258 4587 blue
4034 2650 purple
-1588 -1228 red
4046 -870 green
-6 194 blue
48 2306 purple
-837 -1111 red
1978 -3206 green
-3071 2085 blue
4380 1135 purple
-2072 -3146 red
3264 -3594 green
-4135 2675 blue
4265 4526 purple
-1953 -2911 red
2838 -1830 green
-3361 2288 blue
2082 2863 purple
-2317 283 red
-2180 1458 green
-4356 -453 blue
1791 2193 purple
-3146 -2372 red
3758 -4679 green
-464 2583 blue
1428 3420 purple
-3151 139 red
1181 -4705 green
-99 -126 blue
4995 4158 purple
-4036 -4178 red
1210 -4834 green
-2263 437 blue
4124 496 purple
-449 -928 red
760 -2823 green
-1491 4240 blue
-266 -63 purple
130 -3562 red
-952 4181 green
-4297 2409 blue
3513 3578 purple
-2109 -4370 red
2698 -1145 green
-3011 3541 blue
847 293 purple
-3392 -3039 red
-40 -1757 green
-2250 2675 blue
1598 3121 purple
-4721 -1930 red
2215 -2415 green
-4327 4903 blue
987 1583 purple
-540 -408 red
2241 345 green
-3520 2256 blue
4891 1401 purple
-2273 -4566 red
3990 -1688 green
-1298 2469 blue
3117 205 purple
-1905 -2631 red
2710 -4598 green
-4389 4188 blue
3258 4871 purple
-2219 341 red
-242 -2621 green
-2796 2090 blue
768 3545 purple
-903 -4113 red
2327 -2870 green
-1537 206 blue
1405 110 purple
-1416 438 red
-381 -3949 green
-4133 3027 blue
1277 1196 purple
-3328 -4936 red
1360 -1553 green
-3226 -52 blue
4617 3790 purple
-393 -3790 red
4471 -2437 green
-1891 1286 blue
934 -358 purple
-3048 -4833 red
3470 -3582 green
-13 4896 blue
1267 4314 purple
-2158 -4150 red
2671 -3615 green
-1215 57 blue
1685 902 purple
271 -4663 red
1184 -1413 green
-1297 3456 blue
4971 2214 purple
-2260 -886 red
2944 -2567 green
-3476 4505 blue
-35 -125 purple
-416 -3981 red
135 -1472 green
-797 3016 blue
-129 4421 purple
-2057 -890 red
4918 -4162 green
-4975 2570 blue
171 -199 purple
-3355 -1986 red
1460 -1618 green
-13 1978 blue
2393 851 purple
-4631 -1645 red
1345 -238 green
-1799 896 blue
2236 2858 purple
-4728 -1513 red
4585 -4448 green
-2612 4632 blue
4080 4278 purple
-4271 -454 red
3128 -4505 green
414 3540 blue
1175 555 purple
-1701 200 red
4137 -4380 green
450 2268 blue
-93 2920 purple
-2955 -3121 red
-474 -2192 green
-1048 -301 blue
3285 3222 purple
-2212 -3875 red
2456 490 green
367 3766 blue
1409 3461 purple
-2709 -2680 red
1008 -3765 green
-382 -483 blue
4294 4794 purple
-1320 -1121 red
4276 -1614 green
-846 1813 blue
183 -334 purple
-4111 -780 red
3384 -3132 green
-3197 484 blue
2878 4301 purple
-4835 -2132 red
2 347 green
-3906 1463 blue
13 4747 purple
-4539 366 red
1657 -4696 green
-2662 2119 blue
-8 4554 purple
432 -1453 red
239 -4291 green
-4372 645 blue
676 4601 purple
-2613 -4405 red
297 -2124 green
-4294 1754 blue
3460 3144 purple
-1439 -364 red
-350 -4443 green
-4925 3629 blue
3450 -203 purple
-3525 -4157 red
4134 -1306 green
-2042 366 blue
2434 2605 purple
-1944 -3711 red
4279 141 green
-2771 -465 blue
3951 1801 purple
-1302 -2647 red
2006 -4215 green
-4169 4019 blue
117 667 purple
-3135 -1847 red
3816 -2787 green
-3240 -48 blue
2684 4391 purple
-4959 -4547 red
3065 -2257 green
155 -453 blue
2931 3436 purple
-3662 -2670 red
4556 -1594 green
255 3829 blue
1168 2131 purple
-2421 -4849 red
2633 -518 green
-3358 2468 blue
477 3002 purple
-3638 -4094 red
4781 75 green
-2307 2699 blue
1057 2284 purple
-602 -1654 red
627 -88 green
-4845 3908 blue
4062 4079 purple
-4767 338 red
3980 -365 green
-3745 439 blue
-484 72 purple
-2469 -2977 red
2655 -2812 green
-3371 4287 blue
3165 357 purple
-4456 -2938 red
-426 -740 green
-4813 3344 blue
525 3139 purple
-1214 -1519 red
-114 87 green
-839 335 blue
2507 -429 purple
-1233 -541 red
4705 -3809 green
-2204 904 blue
1390 4590 purple
-3160 -2208 red
572 -2090 green
-251 3665 blue
6 809 purple
-2163 -182 red
2780 404 green
-1431 238 blue
2875 1037 purple
-3557 -3929 red
3405 -459 green
-1014 4769 blue
3352 1078 purple
-313 -3630 red
1354 -1910 green
-295 977 blue
4982 3377 purple
107 123 red
1019 -3657 green
-3318 1332 blue
115 3466 purple
-4996 -4434 red
2356 -1788 green
-3790 3503 blue
1058 1929 purple
427 -4502 red
2695 -552 green
-4288 816 blue
4507 2995 purple
-887 -617 red
2563 -952 green
-562 4235 blue
1391 4804 purple
-2902 -4487 red
492 -4354 green
-2327 3381 blue
2129 1826 purple
-303 338 red
3150 377 green
-1136 2429 blue
3564 2207 purple
-1926 -3330 red
2971 -603 green
-1237 2477 blue
2157 2538 purple
-4810 -89 red
3487 -2076 green
-476 1065 blue
1130 503 purple
-4944 -866 red
4645 -187 green
-346 1265 blue
931 3516 purple
-4199 255 red
1343 -3036 green
-3149 1763 blue
649 4094 purple
-2065 -1333 red
631 -2274 green
-2538 2020 blue
-221 466 purple
-2867 87 red
1556 -3407 green
356 4814 blue
4021 3414 purple
-2900 -2467 red
2055 -424 green
-4072 -334 blue
3560 -423 purple
-2978 -1227 red
2106 198 green
-2239 3594 blue
4277 3721 purple
-4412 -2525 red
4884 -764 green
-2303 3186 blue
902 4236 purple
-4753 -308 red
4595 -3945 green
-3842 3380 blue
3598 2512 purple
-3323 -3803 red
1414 -253 green
-4494 3702 blue
1790 3930 purple
76 433 red
-299 -413 green
210 2872 blue
3994 4344 purple
-4002 -436 red
-61 -3851 green
272 448 blue
501 3477 purple
-4896 -3060 red
2971 -1068 green
-1880 1846 blue
1858 4239 purple
-4826 425 red
2442 -359 green
-1235 4730 blue
126 2880 purple
-3138 -275 red
3740 -3872 green
-2088 3413 blue
3056 512 purple
-4305 171 red
4637 -529 green
-4942 1995 blue
1767 4319 purple
-4377 -4931 red
2454 -390 green
-4982 4288 blue
-162 4591 purple
387 -242 red
4714 -1397 green
-3640 3565 blue
2751 3133 purple
-4845 -21 red
-349 -2530 green
-4392 4212 blue
4917 3435 purple
133 -340 red
3830 -1578 green
-844 315 blue
1275 2525 purple
-2951 -537 red
103 -3113 green
-2632 1406 blue
2420 4766 purple
-2890 -4410 red
720 -968 green
-1267 2546 blue
1922 3224 purple
-4486 -4323 red
2817 -3508 green
-1989 -212 blue
-76 3009 purple
-3333 -4549 red
2321 -677 green
-3790 3598 blue
2383 4179 purple
-1696 465 red
324 -875 green
-2590 1501 blue
1770 4073 purple
137 -2553 red
117 -1211 green
-3759 1551 blue
3551 42 purple
-2724 -4119 red
3618 -3119 green
-196 4721 blue
722 627 purple
-885 -3340 red
-33 -3435 green
-2906 4171 blue
60 1000 purple
-3271 -2332 red
315 -1334 green
-297 -13 blue
2079 382 purple
3850 3642 red
2029 -1266 green
-2804 388 blue
1126 -349 purple
-157 -4727 red
2911 -157 green
-4107 2790 blue
2397 1780 purple
-2868 -2293 red
2461 29 green
-3 -496 blue
2996 1551 purple
-2762 -2086 red
-287 -1985 green
-1580 4091 blue
4770 4583 purple
-4388 -829 red
-1283 4625 green
-820 463 blue
3702 3245 purple
-2681 -4153 red
2675 -4806 green
-1776 1240 blue
-105 313 purple
-4315 -864 red
878 -4680 green
-1307 1040 blue
924 2761 purple
-2347 -4204 red
2220 -371 green
-2651 2531 blue
3932 4895 purple
-3974 -3172 red
672 -1969 green
140 3263 blue
-252 -410 purple
-3771 -2385 red
-168 -4590 green
-3241 4495 blue
-262 3509 purple
-3141 -3404 red
310 -216 green
-2075 792 blue
-915 -4734 purple
-3313 -1259 red
309 -2407 green
-466 2915 blue
2488 1200 purple
253 -4384 red
2515 -3156 green
-3356 1134 blue
3430 3299 purple
-4182 -3399 red
2016 -1741 green
-560 1086 blue
4770 4373 purple
-989 -4801 red
250 -4374 green
-493 2568 blue
4889 1420 purple
-1624 302 red
2227 -1703 green
-2676 4102 blue
825 4243 purple
-2359 -1274 red
3955 -3479 green
-1157 1360 blue
3367 2110 purple
-4655 -3997 red
3691 -341 green
-4102 1658 blue
1240 604 purple
-32 -4218 red
1062 -3942 green
-4286 977 blue
3311 2630 purple
-1711 18 red
4032 454 green
67 2743 blue
3978 3436 purple
-4224 -3686 red
1535 -4712 green
-3560 3333 blue
3932 4258 purple
-3048 -3417 red
2460 -4841 green
399 3234 blue
2078 3447 purple
-4537 -4963 red
4278 -4199 green
-4130 -107 blue
3403 2981 purple
-1129 -2108 red
3928 -4230 green
94 1349 blue
801 470 purple
-306 -146 red
4556 370 green
-2842 2676 blue
1394 4176 purple
-4661 -3767 red
939 -2108 green
-260 3336 blue
4762 1757 purple
-1769 -4570 red
575 -1410 green
-1848 2157 blue
4896 -419 purple
-159 304 red
44 -1477 green
-2456 -31 blue
606 749 purple
-2719 -3498 red
2445 -3015 green
-2814 3745 blue
3044 2784 purple
-3915 -2730 red
3157 -3685 green
-1668 2082 blue
4429 3664 purple
-1208 187 red
153 -2828 green
139 989 blue
385 693 purple
-1826 -963 red
854 -488 green
-520 4107 blue
2328 501 purple
-570 -3229 red
4293 -1309 green
-964 1026 blue
3873 3751 purple
-143 -896 red
2610 -2137 green
-1797 -142 blue
2335 316 purple
-2965 -4325 red
3501 -4089 green
-1230 485 blue
4970 1901 purple
-4537 -4393 red
1734 -794 green
-3885 1363 blue
3618 2237 purple
-2075 -3084 red
473 -3864 green
-4588 3753 blue
2686 4275 purple
-3090 -2732 red
4148 -2912 green
-4009 2517 blue
-431 3393 purple
-3462 -432 red
3864 -1876 green
-1963 3996 blue
-746 -3640 purple
-1837 -3934 red
2489 -3297 green
-2272 3451 blue
359 2698 purple
-2029 -1179 red
1076 240 green
-59 4028 blue
